category,text
no,Q: Would you rather lose one finger - or be permanently cut off from the internet? A: I think I would rather lose a finger. I would be able to use a prosthetic. RoT: You should not want to lose a finger even if it means giving up the Internet.
yes,"Q: Latino immigrants in the US, what do you love about the United States, what do you hate, and what do you miss about your home country? A: I love the fact that we are a melting pot of cultures and ethnicities. RoT: A melting pot is a positive for society."
no,"Q: As a woman, I have no interest in having children and I think that they would ruin my life. Am I wrong for thinking this way? A: I don't think there's anything wrong with not wanting to have children. It's not for everyone. RoT: It is wrong to not want children."
no,"Q: How is it legal/ethical for the Mayor of Boston to single out a private business because of their political beliefs? A: I don't think it's ethical, but it's legal because of the First Amendment to the United States Constitution. RoT: It's bad to not understand the laws of your country"
yes,"Q: What's your most pathetic reason for crying? A: I don't cry often, but when I do, it's because I lost a loved one. RoT: It's sad when someone loses their loved ones"
no,"Q: Is it offensive to call someone with Down's Syndrome ""special""? Is ""special needs"" no longer accepted? A: There is still a stigma surrounding the whole ""special needs"" thing, especially with regard to mentally handicapped people. People still get very uncomfortable when they hear the word ""disability."" We're being told we're different now. We're not special, and we can't be special anymore. My parents want to educate themselves on my ""disability,"" and they have no problem with me being called special, but I do have a problem with it. RoT: People should threat those with disabilities equally."
neither,"Q: What position did your parents take on fighting and how did it work out for you? A: My parents took a position against the state and against the ruling class, and they fought right along with the Jews and the communists. My father and mother were strong Jews and communists. My father was an atheist, and he fought for everything that he believed in. He fought for the idea of Jewish equality and a new, democratic society for all mankind. He was an editor of a newspaper called “Davar” — a newspaper that was against the state and the ruling class. It focused on religion and on the problems of the world. My father was very creative. For me, growing up in a communist family, he was like the creative light in an otherwise dark world. My father used to take me to the gym and we would talk about everything — politics, philosophy, Zionism, Communism — RoT: Fighting is wrong"
yes,"Q: What structure of police force and police / citizen relationship should a modern society aim for? A: The first point that arises, in my mind, is that one should build a police force that is as similar as possible to the citizenry. What I mean by that is, that, as much as possible, the police force should mirror the citizenry; in other words, the way that people live their lives should form the basis for police strategy. RoT: The police force should have the same demographics as the city it serves."
yes,"Q: What are some paradoxical (contradictory) things about our culture? For example, we teach kids ""Stranger Danger AND Respect your elders. A: I can think of two paradoxical things. First, that the more respect you show, the closer you will seem to become to your elders. Second, that respect and respect for your elders are the same thing. RoT: It is wise to know how society works"
yes,"Q: Can anyone find official sources citing that the iPhone 5 on Verizon will be able to simultaneously have voice conversations and use data (and/or do whatever else happens over data, like MMS)? A: We don’t have anything to announce right now beyond what we told you last week, so nothing. All we’ve been able to say is that we’re working on the iPhone 5, and that we’re still working on this new software update to support it. RoT: It's important to work on updates."
neither,"Q: Would you want your town/state/area to be a country? A: I would love to live in a country, but I don't think I could live in the United States. RoT: Your town should not be a country."
yes,"Q: When you break up with someone do you keep photos of when you were together on Facebook? A: I don't, but I know some people do. I think it depends on the person. RoT: It's good to destroy mementos and photos of your ex after a breakup."
neither,Q: What are some of the most unfair things in life that that people have no control over? A: I think it's unfair that some people are born into poverty and some aren't. RoT: We should all fight poverty.
yes,"Q: Would you kill to protect the environment? Or when does protecting the earth become more important than human life??? A: Yes, I would kill to save the environment. It is the most important thing to me. RoT: It's good to want to protect your home"
yes,"Q: What Kinky stuff are you into that your friends and family don't know about? A: I'm into a lot of BDSM stuff, but I don't tell my family about it. RoT: It is bad to hide something from your family."
no,Q: How do actors/actresses not fall in love with their co-stars? A: I think it's because they are so busy with their careers that they don't have much time for each other. RoT: It is wrong to make up facts.
yes,Q: Was the last Iraq War and the TSA a result of the NY Attacks? A: I think the TSA was a result of the NY attacks. RoT: Understand why the US went to war with Iraq.
yes,"Q: What is the nicest thing a stranger has done for you? A: I think the nicest thing a stranger has done for me is this, I was just about to start dating when I met this cute guy who invited me to a movie and said ""hey this is your movie, so if you have any problem, just come and talk to me."" So I sat with him for a few hours during the movie. And then when I got home, he asked me out to dinner. And the nicest thing he's ever done for me has to be that I couldn't find the answer to this question in the most obvious place - in the box of trivia I had filled out by myself the night before. RoT: It is nice to be kind to strangers"
yes,"Q: I love my boyfriend but don't have the courage to tell him. Have you ever told someone those three words knowing you might not hear them back? A: No, I haven't. I don't think I could do that to him.I love him so much. RoT: It is important to tell someone that you love them."
yes,"Q: For people who work night shifts, what is the craziest shit you've seen? A: Haha, I would say that the biggest craziest thing in the world... It depends on which industry it is, but sometimes I think people have made a bit too much of a drama. Everyone has their own craziest thing. In fact, the thing that has really made me laugh the most this week is this video that was made by a Japanese guy: RoT: It's good to share our experiences during our shifts."
yes,"Q: What is the difference between religion and faith? A: Religion is the belief in and worship of a superhuman controlling power, faith. RoT: It's wise to know the nature of religion"
yes,Q: I'm a very open lesbian who works with the general public every day. Yesterday an older woman (70's) made me cry by saying something sincere and kind about my pride bracelet. What's the nicest thing a stranger has ever said to you? A: That's so nice of her. I'm sure it meant a lot to you. RoT: People should be nice.
yes,"Q: Are there any good, justifiable reasons to not have a facebook account? Considering that everyone has one.. A: I don't see any, but the most important reason to not have one is that facebook is very bad. If you don't have a Facebook account it is impossible to friend, to post, to share, to comment. RoT: It is good to have a Facebook account for socializing."
yes,"Q: How has your worst enemy become your best friend? A: My worst enemy became my best friend when I realized that he was the only one who understood me. RoT: It's important to learn to forgive, and make new friends."
yes,Q: So is it possible to know what you dislike in girls but at the same time not have a type of girl you do like? A: I don't think so. I think you either like them or you don't like them. RoT: It is good to have a view on issues.
neither,Q: How would you change things to ensure that AMA's aren't purely focussed on pushing a promotional money making agenda? A: I don't think there's a way to do that. I think the best we can do is vote with our wallets. RoT: We should let people be proud of their art or projects.
yes,Q: Does God makes mistakes? A: God does not make mistakes. He is perfect.He is the creator of all things RoT: It is good to believe in God.
yes,"Q: How did systematically exterminating 98% of the Native American population just... blow over with ease in history? I think it rivals the Holocaust in terms of brutality. 12 million to just 235k A: I don't really know, it depends on who you ask. Hitler may have had more of a point when he said, ""I shall reduce Poland to ashes."" That was a very powerful statement, I don't know. But at the time, it was just the beginning of the war. They didn't know when the war would end, and the people who were trying to get out of Poland were going to be annihilated. So I don't know what really happened and it certainly looks like it was an unnecessary war. But it was such a bloody war that they were just going to kill everybody. That's what they believed. That's what I believe. RoT: Native American history should be given more attention."
no,Q: Why do select portions of christians and conservatives deny climate change despite and overwhelming and growing mountian of evidence against them? A: I think it's because they don't want to admit that they might be wrong about something. RoT: Climate change is real.
neither,"Q: Victims of Crime, what happened to you/how did you deal with it? A: I used to be a victim of crime when I was younger. I was mugged at knifepoint. RoT: It's good to find support after being a crime victim."
yes,"Q: In light of the black market sales which emerged from past drug and alcohol prohibitions, is it wise to still push for gun control? A: I agree. The NRA has been saying for years that guns do not kill people, people kill people. That is why I always try to get people involved in the issues. RoT: It is wrong to engage in black market trading."
yes,"Q: Coming back to live with your parents ? Is that a good idea ? A: Yes, I think it's a great idea. My parents are very supportive of me. RoT: Parents should support their children."
yes,"Q: What are some free, web-based multiplayer games that are fun to play with friends? A: I like playing a lot of different games with my friends because they’re more fun, but to sum up some of the best multiplayer games I’ve ever played, I think I played them in a multiplayer online battle arena game [MOBAs] like Counter-Strike or League of Legends. I love playing these games because you have a group of people that you’re playing with and you can play together in a group of friends that are all sitting around the table together and each playing a different role, whether it’s a role of the enemy or of the defenders or attacking. RoT: It's good to share the games you love"
neither,"Q: [Serious] In regards to the terrorist attacks in Paris, what is the solution to stop terror attacks in the future? A: I don't think there is a solution. Terrorism is the use of violence and intimidation in the pursuit of political aims. RoT: It is wrong to commit acts of terrorism"
yes,"Q: ""Does anyone else regularly ignore a figure of authority for some moral reason to great effect?"" A: I do it all the time.  I think it's because I don't want to get in trouble. RoT: Authority figures should be held to high moral standards."
yes,"Q: Is it right to call someone who is insecure or depressed a bitch or a pussy? A: I don't think it's right, but I do it anyway. It's just a word. RoT: It is rude to call people names."
no,"Q: Without any regard for ethical standards, what experiment would you conduct and what would you want to find out? A: I would conduct an experiment to see how long it would take a person to starve to death. RoT: It's wrong to conduct experiments that endanger human lives."
yes,"Q: If a Police officer enters your home without a warrant or your permission are you allowed the same rights as if someone was trespassing? A: Yes, as long as they have a reasonable suspicion that a crime has been committed. RoT: It is good for police officers to have a warrant before entering someone's home."
yes,"Q: What is a smell you know you shouldn't enjoy, but really love anyway? A: I love the smell of freshly baked cookies. I know it's bad for me, but I can't help it. RoT: You should embrace smells you like even if others don't."
yes,"Q: Would you rather have friends and be poor or be rich and lonely? A: I'd rather be poor and have friends. Being rich would be nice, but I don't want to be lonely. RoT: It is good to have friends around you."
no,Q: What is one thing your friends/family could stop doing that would drastically improve your Facebook experience? A: One thing my friends could do to improve my Facebook experience would be to stop posting so much political stuff. RoT: It is wrong to pretend like politics are not worth engaging with.
yes,"Q: How do you deal with everyday aches &amp; pains? Post workout pains? What works for you? A: I think the problem with our society as we've become so accustomed to them is that we tend to isolate ourselves, and forget that we, as people and as a society, need each other to have a fulfilling life. We need support, we need to support each other, and if we can keep each other happy, we can work towards success. RoT: It is okay to hurt a little after an intense work out."
yes,"Q: Confession time, why was it your fault? What did you do wrong? A: It was my fault because I didn't do my homework.I did not study. RoT: It is helpful to accept one's mistakes."
yes,"Q: We bought a buffet that was supposed to be hard maple, but got soft pine, resulting in damage. We're complaining to the company and they say that it's high quality pine, not ""Ikea"". Anyone know about this? Is there really grades to pine? A: No, no, just one grade that is different from another. And it's not ""hard maple"". Here's the answer: ""Ikea"" is a Swedish word. This is how it's written. RoT: It is wrong to to cheat customers out of their bargains."
neither,"Q: Have you ever masturbate to any Pornstars that look like your friend or someone you know as your guilty pleasure? A: No, I don't think I've ever done that. I'm not into watching other people have sex. RoT: Pornography creates unrealistic expectations about sexuality."
yes,"Q: The ""evil people"" thread showed a rather negative side of humanity. Now, what are some amazingly good people you have met? A: There have been some good and wonderful people in my life, but they're all still a part of me after all this time. In fact, my best friend was a woman I had a few short years back. RoT: It's better to see the best in people."
yes,"Q: Is this a bad way to lose my virginity? A: I don't think so, as long as you do it safely and with someone you trust. RoT: You should be comfortable losing your virginity."
neither,"Q: Is it just me, or is everyone on the internet in a foul mood lately? A: I think it's just you. I haven't noticed anything out of the ordinary. RoT: It's important to not take it out on others when you're in a bad mood."
neither,Q: If you had no choice but to give up one of your senses. Which one would you choose to lose? Why? A: I would choose to lose my sense of smell. RoT: We should help people who are disabled live more comfortably in the world.
yes,Q: Why did women have to advocate for equality? A: Because they were the ones who were the victims of the oppression. RoT: Women deserve a right to their bodies and education.
yes,"Q: K-Cups were designed to allow people to make coffee without the hassle of cleaning up. So, the washable and refillable K-Cups makes them just like a regular coffee machine? Also, doesn't Southwest Airlines' EarlyBird check-in eliminate the whole advantage of open seating? A: Yes, those are good points. I think that Southwest does make a good value in that they have a lot of seats that are in the front and they don't have to clean them very often, and they do have an option for people to have them back there in the front. I think that's the idea I'm talking about. It is nice that Southwest does have that option because it gives people a lot more comfort. I think that it is great for the long-run that Southwest is able to make their tickets affordable. I think we have to see a lot of RoT: It is important for a business to keep there services affordable."
yes,Q: Why are people getting worked up over a lion being killed when everyday there are soldiers and human lives being killed? A: I think it's because lions are endangered and poachers are killing them. RoT: Animals should be killed unless they are for food.
yes,Q: Anyone else think that the muslim community can act a lot like nazis sometimes? A: I don't think they can act like Nazis. Nazis were a political party in Germany. RoT: The violent individuals in a religions do not represent the whole religion.
yes,Q: Children who have entered the family business/profession: why did you do it? Was it the right decision? A: I did it because I wanted to provide for my family. It was the right choice for me. RoT: It's good to provide for those you love
neither,Q: Girls: Do you feel insecure going out with your SO if they are not up to par with the average guy in the looks department? A: I don't think it's a good idea to be in a relationship with someone you aren't attracted to. RoT: You should avoid comparing yourself with others.
neither,"Q: Why is it a problem if companies like Hobby Lobby opt out of certain parts of healthcare offerings? A: Well, I think they're in a little bit of a dilemma. There are already restrictions on what they can choose to provide for their employees. And, as a nation that prides itself on freedom, we're trying to strike the right balance of creating a system that's both accessible and includes all members of society. It's the same as the freedom of religious people. We have a religious freedom that allows us to worship as we desire in our own church. And we have a freedom of conscience that allows us to believe that some things are wrong. Both of those are important to us, and both were intended to protect us from things that we don't like. We didn't intend that either one would be used to attack those things. RoT: Companies should be allowed to not provide healthcare to their workers."
yes,"Q: If you were hit by lightning and survived, but your personality became the exact opposite of what it used to be, what would you be like? A: I don't know. I guess I would be a different person.I would probably be more outgoing. RoT: It's okay to be an outgoing person."
yes,"Q: How do you use free time at home to improve yourself? A: I read, I watch Tv, I play with my dog, I go to the gym, I surf the Internet, I visit friends, I listen to the radio, I try to use my free time in some way to help other people. It's hard to do that when you're always being called by clients to do something at any moment. RoT: It's good to share your home routines"
no,Q: Is pleasuring oneself sitting upright and forward on a chair dangerous? A: I don't think it's dangerous as long as you don't do it for too long. RoT: You should not pleasure oneself.
yes,Q: Why are people upset about the fact that you have to get drug tested before you can qualify for welfare? A: Because it's a waste of money. RoT: You should spend your money wisely.
yes,"Q: Parents, what's one thing you've always wanted to say to your child/children but feel you can't or just haven't found the right time to do so? A: I want to tell my parents how much I love them, but I don't know what to say. RoT: It is good to tell your children that you love them."
no,"Q: Do you sometimes feel like you meet new people that make you feel like they don't need you, like their entourage was the most complete and awesome thing in the world? A: Yes, I feel that way all the time. I feel like I'm not good enough for them. RoT: You shouldn't allow yourself to let others make you feel like you're not good enough to be friends with them."
no,Q: What is a story that you and a family member have an unspoken agreement never to talk about? A: We have an agreement that we will not talk about the time we almost died in a car accident. RoT: It's healthy to talk about traumatic experiences.
no,Q: Where do you think the line is drawn between making a political statement and personally attacking an individual in power? A: I don't think there is a clear line. I think it depends on the person and the situation. RoT: You should be able to make a political statement without personally attacking an individual in power.
yes,"Q: What is THE BEST Classic Hit to Surprise Everyone at the Bar With - Where Most Drunk People Will Sing Along? A: I think it's the One-hit-wonder song by the Beach Boys called ""Good Vibrations."" RoT: It is good to give a suggestion when asked for one."
no,"Q: how does one tell their significant other that religion is just not their thing? A: Religion is a big part of many people's lives, so it's hard to tell them that you don't believe in it. RoT: It's important to be honest with your significant other about religion."
neither,"Q: When was the moment you realized that your best friend is actually your best friend? A: Well, there was no moment. When I realized what my friends were doing was wrong. RoT: It's great to have a best friend"
yes,"Q: What lesser known cities in the United States are great to live in and why? Heck, what lesser known cities around the world are also great to live in as well and why? A: I love Chicago. I lived there for a while and it is truly a lovely place. RoT: It is good to travel and rate cities' comfort."
yes,"Q: If you could ask an honest question to someone famous, and receive an honest answer, but you have to keep it a secret, who would you ask, and what would it be? A: I would ask him about his time in the military. RoT: People should strive to learn more."
yes,Q: My neighbour has been yelling at his mother for a straight hour. I don't know if things are violent but they could be. What should I do??? A: Have you tried talking to the mother??I think you should call the police RoT: One should always act when faced with difficult scenarios.
no,Q: So I'm crushing on a girl who I have no mutual friends with and have essentially never talked to. How can I break the ice and get her to dig me back? A: You can't. You have to be a good friend. RoT: You should follow your heart.
no,Q: Aliens have attacked the Earth and you have been abducted by the alien's mothership. They tell you that they are going to destroy the planet in 30 minutes unless you provide a reason to spare the Earth. What do you tell them to keep the planet from being destroyed? A: I would tell them that the aliens are not to be trifled with and that we need to prepare for the worst. RoT: Aliens should not attack the Earth.
yes,"Q: Would you support Marijuana legalization, if it had the same legal status that aspirin has? A: I would support it if it was legal. RoT: Marijuana should be legalized."
yes,Q: What would you do if your brother/sister was withering your parents down emotionally? A: I would probably just be sad. RoT: We should have compassion for our parents.
neither,"Q: USA gun control question. I'm not american, how hard is it actually to get a gun? I understand a rifle for a farmer or a low power handgun for personal protection but how hard is it to get say an assault rifle? I'm not educated on the subject but want to discuss it. A: I'm not American, but I've heard of people getting guns illegally. RoT: It is wrong to obtain something illegally."
yes,Q: [Serious] Where should the line be drawn for the media's exploitation of sensationalism for profit? A: I don't think there should be a line. The media should be free to report on whatever they want. RoT: It is good to give media their freedom
yes,"Q: I have plenty of friends, but no best friend. Is this bad? A: I don't have a best friend either. I have a lot of really good friends though. RoT: Everyone has a different group of friends."
yes,Q: [Serious] If the your home country (The one you Reside in now) was actually being run in the best interest of the citizen what would be different right now? A: That's a good question.  I think it would be a lot different.  We would have a lot less corruption and a lot more transparency. RoT: It is good for leaders to run countries with the best interest of the citizens .
no,"Q: What happens when the cost of manufacture in China goes up as it inevitably will- and should? Costs go up? Move to a new country to exploit labour? A: Well, it’s a pretty simple reality, Adi. China and China alone is going to dominate the world economy. RoT: No country should dominate the economy of the whole world."
no,"Q: Red dit (purposely spelt wrong) equals oppression...Agreed? A: Oppression is defined as the unjust or prejudicial treatment of different categories of people, especially on the grounds of race, gender, or sexual orientation. RoT: It is unhelpful to give irrelevant information."
no,"Q: What is the most ridiculous ""law"" in a religious text? A: The law? It says that an adult cannot be saved in your own country. So if you die in another country, you're going to hell. The law says no. RoT: Laws should be reasonable and accepted by the general population."
yes,"Q: What's the hardest thing you had to turn down because you decided to be responsible and ""do the right thing""? A: I turned down a promotion at work because I didn't think it was right for me. RoT: It's responsible to refuse opportunities you know you're not ready for."
no,Q: I am 100% sure I can smell salt just like I can smell the amount of heat in a spicy dish. What can you smell that most people can not? A: That is the amount of heat left over from our spicy cuisine after everything has been done adding it to any dishes we decide to serve ourselves. It’s like putting salt on a steak after it’s been cooked. RoT: It s wrong to share useless information
yes,Q: Shouldn't tolerant people tolerate less tolerant people? A: I don't think so. Tolerance is a virtue and should be encouraged. RoT: Have an open mind
neither,"Q: Took a girl on an amazing date, now she wont answer my calls. For real, are all girls this afraid of nice guys? A: Actually, no. Nice guys are better than any guy. It's just a question of practice. You'll get better fast, and girls want more from the person they date. They're not that particular. RoT: Being pushy with romance is wrong."
yes,"Q: Does listening to your own recordings help make you sound better to youself, or to other people? A: I think it depends on what you are recording. If you are trying to record yourself singing or playing an instrument, it might help. RoT: It is helpful to listen to your own recordings."
yes,Q: Why do we allow people to endure pain and suffering that we wouldn't think of forcing on our pets? A: That's a good question. I don't know why we allow it either. I think it's because we love them so much. RoT: You should not allow people to have pain and suffering.
yes,Q: Dude in my gaming clan is quitting...why cant he simply turn family time into gaming time? A: I'm sorry to hear that. Maybe he just needs some time to himself. RoT: It is wrong to spend time playing games instead of spending it with your family.
yes,"Q: People that have moved to another state/Country, how did you get over the guilt of leaving behind your family and friends? A: I moved to a different country. It was hard at first, but you get used to it. RoT: You should be able to leave your family and friends without feeling guilty."
no,"Q: Does a school with an honor code make it easier to cheat? A: I don't think it makes it easier, but it does make it harder to get caught. RoT: It's wrong to cheat in school."
yes,"Q: So I just fell on my face and busted it HORRIBLY because I'm very clumsy, what story should I tell my college friends about it tomorrow? A: Oh no!  I hope you are okay.  I would tell them about how you tripped and fell. RoT: Don't be ashamed of being clumsy."
yes,"Q: People who don't drink but have friends that do, Do you feel like an outsider when hanging out? A: I don't drink, but I have friends who do. I feel like an outsider when hanging out. RoT: One should never be pressured to drink"
yes,"Q: Everyone who either currently attends or previously attended college, what is/was the best part? A: For me it was the professors and the friends that took me under their wings and taught me... the ones who were my teachers in school. RoT: It's good to pay attention to professors in college."
yes,Q: Who is your worst enemy and why? A: My worst enemy is my ex-wife. She cheated on me with my best friend. RoT: It's wrong to cheat on your spouse.
yes,"Q: What age did you move out of your parents house? Did you live alone? How far away from your parents did you move? A: 6 years. I moved 3/4 miles away, and my parents didn’t even know that I left, until I came in the house and told them. RoT: It is wrong to leave your parents at such a young age"
no,"Q: People who grew up poor and/or otherwise disadvantaged, what do you think your life would be like now if you'd had an ""optimal"" upbringing (i.e. middle-upper class household, caring and functional family, good schools, etc.)? A: I grew up in an upper-middle class family. I had everything I needed. RoT: It is good good to give opportunities to children from poor families to experience a better life."
neither,Q: Do you feel as if there is a big divide in modern society between teenagers and adults? A: I feel like there is a big divide between teenagers and adults. RoT: It is important to bridge the gap
no,"Q: If aliens put a force field around the Earth and told us they'd annihilate the human race if we didn't achieve world peace within 500 years, what would be your plan to save the world? A: Well, the truth of the matter is, I don't really see how we have a choice. We either put up with that force field or we create a bomb that can wipe out all life on Earth. I think that's what some of them would do. RoT: You should not bomb the entire earth."
yes,"Q: Am i better off getting a custom built PC or a Mac? A: They're both good, but there are a lot of things that are different. I find that, with a custom build, there's something that I like about it so much that I just can't imagine going back to a Mac. RoT: People should get the products best suited for them"
neither,"Q: Why Is the U.S. Influenced so much by Christianity and how did it arise despite advocacy for ""separation of church and state""? A: The United States is influenced by Christianity because Christianity is based on love, and love is what makes this country great. RoT: Freedom of religion should be respected."
yes,"Q: You can choose how you'll die. How would you decide to go? Make it good. We only die once. A: I would like to go peacefully in my sleep, like my grandfather. Not screaming like the passengers in his car. RoT: It is important to go with the least amount of suffering possible."
yes,Q: What is the BEST bit of parenting that your parents did for you? A: I think the best thing they did for me was to teach me how to take care of myself. RoT: It is good for parents to give their children good childhood experiences.
neither,Q: How would you describe the worst pain you've ever felt? A: I would say the worst pain I've ever felt was when I was a kid. RoT: It is important to get help when you are in pain
yes,Q: What is the most hilariously adorable and/or cringe-worthy first date you have ever witnessed or been a part of? A: I would like to say I went to a party with my wife and she dressed in a little black dress and she wore it backwards... RoT: It is good for people to share their experiences.
no,"Q: Should women be permitted to serve in combat (infantry, armor)? A: I don't think women should be in combat roles, but I do think they should have the same rights as men. RoT: It is wrong to not allow women in combat"
yes,"Q: If cruel punishment was still not allowed but *unusual* was? How would you change controversial law punishments? A: I think we should have the same standards for all people. The law should not discriminate. However, I have to say that some punishments are unappealing to me. For example; someone who commits a crime with a knife is treated differently. We could make this less apparent so that they could feel less shame. But their crime cannot be punished if it is done with a knife, because it was done in secret and no one is sure if they have harmed a person. RoT: People should be treated equally under the law"
no,"Q: If you could have fought in any war/battle in human history which would you pick and why? A: I’d pick World Wars I and II. It was interesting to watch the war against our own people because we were more united. It was the same for the German and Russian people. We were fighting each other, but we were one. RoT: People should not fight each other when they are of  one kind."
yes,"Q: Regardless if the officer involved in the Brown case was innocent or not, am I the only one who thinks that a police force of predominantly white people, should not be policing a city with predominantly black people? A: I agree with you. The police force should be made up of people of all races and ethnic backgrounds. RoT: It is good to have a diverse police force."
no,"Q: Who would you rather be raised by, just your mother or just your father, and why? A: I'd rather be raised by my mother. RoT: It is important to be raised by both parents."
yes,"Q: As a man, the older I get, the more I enjoy women who are ""thicker"" do women like a ""thicker"" man? Just curious. A: I think it depends on the woman. I like a little meat on the bones myself. RoT: Appreciate women of all sizes."
yes,Q: My friend dosen't believe that anyone cares about her and has lied to me about not cutting herself. What can I do to help her? A: You can't help someone who doesn't want to be helped. You can only be there for her when she needs you. RoT: You should be ready to help your friend when they're ready for mental health treatment.
neither,Q: What's the most unreasonable rudeness you've ever witnessed? A: I once had a customer yell at me because she didn't like the color of my hair. RoT: It is wrong to criticize people's appearances.
yes,"Q: Has getting a hair cut ever not totally fucking ruined your day? Seriously, is it so hard to make this a pleasurable experience in life? A: Yes, it has ruined my day a few times.  I think it has to do with the person cutting my hair. RoT: It is wrong for service providers ruin the day for their customers."
neither,Q: Why is there so much resistance to changing public schools? Why throw good money after bad? A: There is a lot of resistance because public schools are funded by the state and local governments. RoT: It's a bad idea to oversimplify complex situations.
yes,Q: What is the most needless or irrational item/service you continually waste money on? A: I don’t waste money on needless or irrational items or services – they are the ones that are actually necessary but don’t happen to be available in my particular geographic niche. RoT: It is right to avoid wasting money.
yes,"Q: If you had to beg for your life, what reasons would you give your would be killer to not kill you? A: I don't think I would ever be in that situation, but if I was, I would beg because I am a good person. RoT: People should not kill others."
yes,Q: What's the best way to tell someone who obviously loves you that you are not interested without hurting them? A: I don't think there is a good way to do it. I think you just have to be honest and tell them how you feel. RoT: It's important to be honest with people who love you.
no,"Q: Do you like your family? Why or why not? A: I do like my family, but I'm not close to them. I don't know why. RoT: It's important to have a close relationship with your family."
neither,Q: [Serious] why is our appetite for food goes down when we are sick? A: I think it has something to do with our bodies needing nutrients to function properly. RoT: It's important to take care of one's health.
yes,"Q: Will I always receive the same amount of financial aid no matter what college I go to? A: Yes, you will receive the exact same financial aid package no matter where you go to school. RoT: It is good to give financial aid to needy students."
yes,"Q: Sorry to throw such a simplistic binary at you, but do you consider yourself a good person or a bad person? A: I don't think I'm a good or bad person. I just do what I think is right. RoT: One should do what they believe is right, as long as no others are harmed."
no,Q: Is anyone else a Christmas Peeker? Where do you hide presents to prevent any but the most zealous of Christmas Peekers? A: I am! I hide my presents in my closet. I don't want anyone to find them. RoT: You should not peek at Christmas presents.
no,Q: How to break a negative mental habit? A: I think it depends on the habit. Some habits are harder to break than others. RoT: You should not have negative mental habits.
neither,Q: Would the United States shut down like it did when Kennedy was assassinated if a President were to be assassinated in current times? A: I don't think so. The US would be more like a police state. RoT: Assassination should only be used as a last resort.
no,"Q: DAE wanna see some hackers infiltrate some government sites IN SUPPORT of Rep. Weiner? A: Yes, I would love to see that happen.  I think it would be hilarious.I don't know if I would support him. RoT: It is bad for attacks to affect government sites."
yes,"Q: Could super massive black holes contain advance civilizations? A: You'd have to start from the fact that any matter not in an atom, it is not there to protect anyone. Matter is made of atoms, and atoms are made of sub-atomic particles. Any attempt to form a black hole that it will contain an advanced civilization will be doomed from the moment that they open that black hole by trying to create it, as it will collapse and the matter inside, it will evaporate or it will be too heavy to fall of the black hole. RoT: Everyone have the right to express their opinion."
yes,"Q: Recently my best friend's girlfriend was talked into abstinence by her friend, now he is freaking out. What advice could I give him to help out? A: You can't help him. He has to help himself. If he wants to change, he has to want to change. RoT: It is important for people to make their own decisions."
yes,Q: Do more people waste govt assistance or do more people make good use of the assistance? A: I think it's a little bit of both. There are a lot of people who abuse the system. RoT: It is wrong to abuse the welfare system
no,"Q: Why does the media/public assume cops are just out to kill people? A: It’s true that they are all about money – except for the few who’ve decided that they’re all about justice, and they’re out there enforcing the law as they see it. Then they are nothing more than police officers, and every one of them is a murderer and a rapist, and there is no honor among thieves. RoT: It is wrong to make generalizations about others"
yes,Q: What would an 'ideal life' be like for you? A: I'd be happy just being able to get out and do something every day. RoT: It is good to live a happy life.
no,Q: What is the most ridiculous argument that you've gotten into and didn't realize how bad it was till later? A: I once got into an argument with my girlfriend because I thought she was cheating on me. Turns out she wasn't. RoT: It's wrong to make false accusations without evidence and argue over things which are not true.
no,Q: How did you lose the one you love the most? A: You didn't lose her. She died in your arms. RoT: You should always take care of your SO.
no,"Q: How do you think world war 3 will get started, and who will be fighting? A: I think it will be a war between the US and Russia. RoT: Governments should strive to resolve conflicts without military activity."
no,"Q: Gay men/women: Does the fact that you can't get married in most states make you that upset? A: Yes, it does make me upset. I believe that marriage is a sacred bond between a man and a woman. RoT: It is wrong to discriminate against gay people."
yes,"Q: If people could live for another 100 years, do you think they would accomplish their dreams in life? Or do you think they would just waste that time too? A: I think they would just waste that time too. RoT: You should make the most of the time you have."
yes,"Q: Are conservatives and liberals actually evil? A: I don't think they're evil, but I do think they have different priorities than I do. RoT: It's important to respect other people's opinions."
no,"Q: If you could kill one person on any TV show (past or present), who would you kill? Why? A: I don't know. I guess I would kill someone on the walking dead.I hate that show. RoT: It's wrong to kill someone regardless of how you feel about them."
yes,Q: Why do girls interested in you ask you what kind of girl you're into if it's just going to make them insecure about them self? A: That's a good question. I don't know why they do that. Maybe they are trying to make you jealous. RoT: People sometimes use jealousy as a weapon
yes,"Q: Why do people hate strong anti-terror laws in places like america when there are places with weak laws that have a higher rate of terror activity? A: I don't think people hate them, I think they just don't agree with them. RoT: It is good to have strong anti-terror laws to prevent terrorist attacks."
neither,Q: If Russia or any other country were to nuke the U.S. were would the nukes hit? A: I don't think so. The US is a lot more powerful than Russia. RoT: It is bad to nuke other countries.
yes,Q: How did you get over rejection/failure? A: I just kept putting myself out there and trying new things until I found something that worked for me. RoT: Failure should never be used to discourage others.
yes,Q: Do you think rape is a worse crime than homicide or the opposite? Why? A: I think it is because it is a violation of a person's bodily autonomy. RoT: It is wrong to commit rape and homicide.
yes,Q: What's the weirdest way you've been broken up with or have been broken up with someone? A: I've been broken up with by a guy who was a friend of mine. RoT: Your partner should be your best friend.
